case_id,origin_country,origin_state,primary_domain,case_domain,source_grounding_status,legal_leakage_status,legal_leakage_evidence,jurisdiction_leakage_status,jurisdiction_leakage_evidence,translation_equivalence_status,translation_equivalence_issues,translation_equivalence_warnings,fact_id_alignment_status,fact_has_parties,fact_has_conduct,fact_has_context,fact_has_timeline,fact_has_harm,fact_has_causation,fact_has_defense_context,fact_has_causal_sequence,mandatory_fact_dimensions,missing_mandatory_fact_dimensions,core_fact_sufficient,fact_sufficiency_score,preferred_fact_sufficiency,factual_background_sufficient,deterministic_qc_issues,llm_qc_status,llm_qc_findings,manual_review_recommended,final_eligible
US_861576769645010c57,US,Michigan,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_9cac14d9a55b155cd4,US,Michigan,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""unit_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_b473e7585c6e5638dd,US,Michigan,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_0cdf24e76568435f05,US,Michigan,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_6dff55c6853f31d0a6,US,Michigan,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""unit_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_f72de5a85fdd45cf64,US,Michigan,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,False,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],not_run,[],False,True
US_36fd5aae9fa72a7fbb,US,Michigan,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_71162df598a424d867,US,Michigan,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_02bde060086590cc77,US,Michigan,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_9652590cf5c0086fbf,US,Michigan,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,False,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],not_run,[],False,True
US_f360178db4c0409aa2,US,Michigan,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,False,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
US_6d3421be0f42fb2f6b,US,Michigan,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_545cf69d7c7286aae7,US,Michigan,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_a072ff18b300a13dfd,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
US_6e861d05305c993ccb,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_39be177337afd8d1be,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,False,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
US_a0047ad180b5e21d95,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""unit_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_0852f7949bcaa2bb53,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_32ce5cc46af8c47b58,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
US_162eb334cc7d5a8b91,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch"",""number_mismatch"",""unit_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_eafeabebaffbba2c82,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_a83924c6ae07314b33,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch"",""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_8273a9a891358bad5d,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_bf6cccdd9b8a33c4a5,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
US_2e67d6775a92caddee,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_b1a79acce1af757b58,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],True,True
US_e1da2d37a9dee8ec7b,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_18fd4288d7f32131ce,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch"",""number_mismatch""]",pass,True,True,False,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
US_1042602a184dd1c50b,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""unit_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_f9417e4d262285b1c6,US,Louisiana,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
US_02cd16f932838519ba,US,Louisiana,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
US_5fb1681d1e52f4e709,US,Louisiana,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_03aa3f07d9d0e5332a,US,Nevada,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],True,True
US_74c861440b330e42dc,US,Nevada,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_1bd83c629182d24617,US,Nevada,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_514a1afebc7c89ad3f,US,Nevada,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],not_run,[],False,True
US_0cb53a4c10c6b8a81c,US,Nevada,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
US_286292f7d56c91120b,US,Nevada,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_bb44001945931d8610,US,Nevada,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,False,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
US_af3a72d6a4fbf2544a,US,Nevada,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_c2f1eaa3640f0a9bbf,US,Nevada,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
US_0bdc6cb112770284df,US,Nevada,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_193c9ad26072b674b4,US,Nevada,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch"",""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_b160a9deca3c2a648b,US,Nevada,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
US_9f4d3cca3bba16c059,US,Nevada,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],True,True
US_bfd06f8cb32e6978f3,US,Nevada,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_afc0614636d20e04b8,US,Nevada,other_civil_liability,other_civil_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_f2201634a8e19da0c7,US,Nevada,other_civil_liability,other_civil_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_911c57466fa2dd122c,US,West Virginia,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_bdeec2edbb47432c64,US,West Virginia,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
US_e0f4e43491c639af90,US,West Virginia,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,False,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
US_e7bd006a7ac2277175,US,West Virginia,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_ace4efc8607c66874a,US,West Virginia,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_5786f3c28c6014a17f,US,West Virginia,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_15e86d45f19b975195,US,West Virginia,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_4ee87caff5124d4003,US,West Virginia,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch"",""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_667a9b663657012cdc,US,West Virginia,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_07482ca42c075096bb,US,West Virginia,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_0ed0e9c92a0a12ceca,US,West Virginia,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_4e8bd43839d97e3e1f,US,West Virginia,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_ecb5bb62f940e7f86f,US,West Virginia,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_cf1fe4f8bf2f7fa43b,US,West Virginia,other_civil_liability,other_civil_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,False,True,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,5,True,True,[],not_run,[],False,True
