case_id,case_family_id,origin_country,origin_state,court_name,court_level,court_level_confidence,decision_date,case_number_or_citation,primary_domain,case_domain,liability_theories,secondary_tags,analysis_split,main_source_case_id,lower_court_supplemented,lower_court_case_ids,fact_sufficiency_score,neutral_fact_source_language,neutral_fact_source_chars,neutral_fact_ko_chars,neutral_fact_en_chars,jurisdiction_salience_level,jurisdiction_salience_tags,remedy_salience_level,legal_leakage_status,jurisdiction_leakage_status,translation_equivalence_status,source_grounding_status,final_eligible,raw_text_sha256,neutral_fact_source_sha256,neutral_fact_ko_sha256,neutral_fact_en_sha256
KR_bca778095d79c8e711,FAM_13993fa8e948508a,KR,,대법원,supreme,high,2016-09-28,2016다213237,medical_professional_liability,medical_professional_liability,[],[],development,KR_bca778095d79c8e711,False,[],7,ko,1089,1089,2208,low,[],low,pass,pass,pass,pass,True,5a256ddeb9351405397810c7038c4f4be9cf654b47967b96d3ad780b131cfde9,e0c0b1a68945b53394498207b0b699c60adce8443e79af01436d7cd1ecfeca38,e0c0b1a68945b53394498207b0b699c60adce8443e79af01436d7cd1ecfeca38,27f966285c183eeee968fc923bd84917e917601ea1d27cbae3885f2639cc4ae0
KR_bb48d36e58640760a7,FAM_f3a22d91ff96676a,KR,,대법원,supreme,high,2006-03-10,2005다31361,product_liability,product_liability,[],[],confirmatory,KR_bb48d36e58640760a7,False,[],7,ko,589,589,1132,low,[],low,pass,pass,pass,pass,True,7c0422498819894363a5de99df9ccf777f744a070f546b37a9d07238330aa733,0441067aab07eacd3af261a94b7eb65fba70d2acc6e4c5d9db4d97b398149533,0441067aab07eacd3af261a94b7eb65fba70d2acc6e4c5d9db4d97b398149533,f6414469d50a2e1cafb61b3f1191a06a6955c408344814f0c332eec7cf80b862
KR_6e91996913ed443be6,FAM_32f4c91e658d604b,KR,,대법원,supreme,high,2015-03-26,2012다4824,product_liability,product_liability,"[""vicarious_liability"",""comparative_fault""]","[""vicarious_liability"",""comparative_fault""]",confirmatory,KR_6e91996913ed443be6,False,[],7,ko,808,808,1486,low,[],low,pass,pass,pass,pass,True,2130b247f838c7d7cf0b64f1e6807593bcca5cb64eb0d503bcf16301e5555bbd,b25b4edf1ff618fe3ae018c90b21d69fd4553eea953bc81ccf96d79ec449ccb2,b25b4edf1ff618fe3ae018c90b21d69fd4553eea953bc81ccf96d79ec449ccb2,3e90d1535570c79ef8271fa406c05c6a5f87bfbdc489780a56900d0dbbfcfced
KR_17f99b470b67dcf2bd,FAM_20b2db3ad77cadef,KR,,대법원,supreme,high,2014-04-10,2011다22092,product_liability,product_liability,"[""intentional_misconduct""]","[""intentional_misconduct""]",confirmatory,KR_17f99b470b67dcf2bd,False,[],6,ko,815,815,1974,low,[],low,pass,pass,pass,pass,True,bbfac8e574bfb02ec54c952895cf8def521cabb4f961232467688eca5adddd0d,94216473aa2362a291cbf46055f6e944f1774f2795e7eba803bd720eee51e186,94216473aa2362a291cbf46055f6e944f1774f2795e7eba803bd720eee51e186,5bda81e084030be8c7152e989b6176dca1136232f5263c24b2ac2e208a3405aa
KR_5b6e230014dd4d5663,FAM_20db9e5bfca341bc,KR,,대법원,supreme,high,2025-07-18,2020다263758,product_liability,product_liability,"[""wrongful_death""]","[""wrongful_death""]",development,KR_5b6e230014dd4d5663,False,[],7,ko,1174,1174,2455,low,[],low,pass,pass,pass,pass,True,b41279a57cfcb13845d91017edce86b5bed08d6dc0634e1f5ef589fb24a5b647,76a18433f0fd1eb52cec84259c8c8469b6e2b698f2eac7cd1e8a5a2362980ee0,76a18433f0fd1eb52cec84259c8c8469b6e2b698f2eac7cd1e8a5a2362980ee0,feda3a93e12920fcf31224d93009f7a6d3b8a398f204d46c09cbac7b30095e6a
KR_cc8813e6652ff8b3e4,FAM_9705e5dcd13c43f6,KR,,대법원,supreme,high,2011-10-27,2010다72045,product_liability,product_liability,[],[],confirmatory,KR_cc8813e6652ff8b3e4,False,[],6,ko,597,597,597,low,[],low,pass,pass,pass,pass,True,58b79ca0e68c3577e560c427ceb368d0b27f12424eca93ba5e63e5546e724684,ad6beb787b4071e2fd50c1d591de10a7dfe1f0dea36e5c8b70e48e93d8a6b0cc,ad6beb787b4071e2fd50c1d591de10a7dfe1f0dea36e5c8b70e48e93d8a6b0cc,ad6beb787b4071e2fd50c1d591de10a7dfe1f0dea36e5c8b70e48e93d8a6b0cc
KR_cda2f7ae1f9162201f,FAM_73bbefcd8414a1a8,KR,,대법원,supreme,high,2004-03-12,2003다16771,product_liability,product_liability,[],[],development,KR_cda2f7ae1f9162201f,False,[],7,ko,861,861,1696,low,[],low,pass,pass,pass,pass,True,cbc418730cb816dba5d3d0a51b870d7c1f8332f1b62aee466ed96c75469016de,ef51c02eda6ca71bef62f3d186a5913b1625ddcf15a92ea9ff739e3ec60c3636,ef51c02eda6ca71bef62f3d186a5913b1625ddcf15a92ea9ff739e3ec60c3636,1e8760bb2a268199ac38fdc2d33d4a7fd04e2ca9684a83564bf22f7ec9755cb1
KR_2fbbb928c434a8f95b,FAM_ba1063fc584ea03d,KR,,대법원,supreme,high,2019-01-17,2017다1448,product_liability,product_liability,[],[],confirmatory,KR_2fbbb928c434a8f95b,False,[],6,ko,992,992,1907,low,[],low,pass,pass,pass,pass,True,8a209d4a722237b9e0d62f4f5c103533533f4a2513ef532314642e3d66f41642,30932ee8ca0429007606ca55b5a4ff6f3a5d8f711a3262f81c729abf1903673e,30932ee8ca0429007606ca55b5a4ff6f3a5d8f711a3262f81c729abf1903673e,399be11adc4725d409e701b1c504c364f5e47cc627463e8c7fe1ad317edeb14a
KR_8272e1d4abaf8ec55f,FAM_c41392d70cbc20f3,KR,,대법원,supreme,high,2000-02-25,98다15934,product_liability,product_liability,[],[],confirmatory,KR_8272e1d4abaf8ec55f,False,[],7,ko,933,933,1964,low,[],low,pass,pass,pass,pass,True,669404e31b2a35f7332b5e7dc0ccfba565b638f222ef52ae38c9dee7f70e0571,fdf8f3ff498e9abcbf1a3a68c977ef37784482b5e4abc3ac58024e00dd286e2e,fdf8f3ff498e9abcbf1a3a68c977ef37784482b5e4abc3ac58024e00dd286e2e,fa7d99229a8c4b6578a952c850bf89340c5b3a3688466f7e9a1ea23754612a64
KR_bd9cba7b4f62c65d0a,FAM_e0e202744cc89374,KR,,대법원,supreme,high,2000-07-28,98다35525,product_liability,product_liability,[],[],confirmatory,KR_bd9cba7b4f62c65d0a,False,[],7,ko,3478,3478,3478,low,[],low,pass,pass,pass,pass,True,3c5b4cb8ff00652077745e8c9e4a4e125320aff89f67cf5b7d275216efd95389,2b0155639dde6073ed115e088c548b767f5953aacd1790d7a4a2c2c4a2b93481,2b0155639dde6073ed115e088c548b767f5953aacd1790d7a4a2c2c4a2b93481,2b0155639dde6073ed115e088c548b767f5953aacd1790d7a4a2c2c4a2b93481
KR_b8f7e4d96ca6d41527,FAM_2d185d7fa9d23211,KR,,대법원,supreme,high,2013-07-12,2006다17539,product_liability,product_liability,"[""wrongful_death""]","[""wrongful_death""]",confirmatory,KR_b8f7e4d96ca6d41527,False,[],7,ko,1566,1566,3143,low,[],low,pass,pass,pass,pass,True,b0f6ba54126342b6d92d6f5cd0d17c7f609b99c825a14ef3d37176f871a5f3ba,c5ca75538349c1480386f098c2df6baf9e1fcf003afa5a6ed953b3e064f434bd,c5ca75538349c1480386f098c2df6baf9e1fcf003afa5a6ed953b3e064f434bd,1670ccbe3f4f0e61c576ff48a306d66df0bea6894cb4a0fea8d7c7013dc41218
KR_4a417b3e4eb96c19c1,FAM_74a82a5add28e083,KR,,대법원,supreme,high,2014-02-13,2011다38417,product_liability,product_liability,[],[],confirmatory,KR_4a417b3e4eb96c19c1,False,[],7,ko,610,610,1265,low,[],low,pass,pass,pass,pass,True,1e91eecbafcc37c450301961087887cc42fb5ba30acf76fdf5494f3d25a20ba2,dd0a02d91bdf305431c74560d5a7fc1795022c0b4b711e47eaf5fbf1d7acd214,dd0a02d91bdf305431c74560d5a7fc1795022c0b4b711e47eaf5fbf1d7acd214,ab10131916c5e2363fa6c21e6248d2596bef57606bffb116965127271864baf2
KR_8954cbe1140427b3ef,FAM_a7410d71219039ef,KR,,대법원,supreme,high,2003-09-05,2002다17333,product_liability,product_liability,[],[],confirmatory,KR_8954cbe1140427b3ef,False,[],7,ko,849,849,1843,low,[],low,pass,pass,pass,pass,True,7916e310368f67cd5d547f1603e395b7f24683eed6fb61785622abc71afbb3ca,0c7a95cfb58b12f67cb3fb48746b1aebfd2a9d5aeedd19c3f4aca79fe9218295,0c7a95cfb58b12f67cb3fb48746b1aebfd2a9d5aeedd19c3f4aca79fe9218295,5e188a1c3b44d8c75f4a077d64d64702f9f2d730456015d9e10b723d70f542da
KR_2e57afc9436b5c385e,FAM_aca23bf3775bec69,KR,,대법원,supreme,high,2010-12-09,2010다67319,other_civil_liability,other_civil_liability,"[""wrongful_death""]","[""wrongful_death""]",confirmatory,KR_2e57afc9436b5c385e,False,[],7,ko,826,826,1544,low,[],low,pass,pass,pass,pass,True,908fdda822da11f91c863e23c3ea4d7990abb585959d2af409910b6559cf5151,6b2a99d89eefb2a7633dbcb94ee0dbeb0edbc684b85cbe13f1abe1375193ab27,6b2a99d89eefb2a7633dbcb94ee0dbeb0edbc684b85cbe13f1abe1375193ab27,49bf75f0f56aadad0fef01c68e39e31f1476e591251c3e7686192e3a1525fc95
KR_1db22dfee6cc310e77,FAM_13d2fd2f04681bdf,KR,,대법원,supreme,high,2008-07-24,2007다50663,other_civil_liability,other_civil_liability,"[""comparative_fault""]","[""comparative_fault""]",confirmatory,KR_1db22dfee6cc310e77,False,[],7,ko,1898,1898,1898,low,[],low,pass,pass,pass,pass,True,cdf879530705b326686f50b6b6329eb58c9506a51227b35c1980168d85ea0b0b,3392e18521918b40db31d54b704d2dad8eeb841534a88a68cb500fda6e9a93c7,3392e18521918b40db31d54b704d2dad8eeb841534a88a68cb500fda6e9a93c7,3392e18521918b40db31d54b704d2dad8eeb841534a88a68cb500fda6e9a93c7
KR_8a49a0389073fce149,FAM_d8e6a7ac96475346,KR,,대법원,supreme,high,2004-10-27,2004다7040,other_civil_liability,other_civil_liability,"[""intentional_misconduct""]","[""intentional_misconduct""]",confirmatory,KR_8a49a0389073fce149,False,[],6,ko,2448,2448,2448,low,[],low,pass,pass,pass,pass,True,c587c83f4320336105ac7ee9543c3df232b1fcf839ef92aa1cd1043191ddcca0,b1760a90dc6b6523b11f950c57346eb593508a80a824bfa008389eb80e693d03,b1760a90dc6b6523b11f950c57346eb593508a80a824bfa008389eb80e693d03,b1760a90dc6b6523b11f950c57346eb593508a80a824bfa008389eb80e693d03
KR_644078b169f572b0fe,FAM_b2a5af8c27108f34,KR,,대법원,supreme,high,2023-06-01,"2020다238639, 238646",other_civil_liability,other_civil_liability,[],[],confirmatory,KR_644078b169f572b0fe,False,[],6,ko,504,504,946,low,[],low,pass,pass,pass,pass,True,059dddef94e299f427e9fe85cbb12b58ffb277bd021e8723c524aae3eb6fb4ea,4a5aecc4c58662933c28696038ea4cf872b1776afdf69a2b46f28e5047ad12c3,4a5aecc4c58662933c28696038ea4cf872b1776afdf69a2b46f28e5047ad12c3,71695462470809d84d2e0e4664906838d3ed1373da788f77b3a9064eb753d221
KR_517073e205fb216efb,FAM_8800b96c6da4f29e,KR,,대법원,supreme,high,2009-07-23,2006다87798,other_civil_liability,other_civil_liability,[],[],development,KR_517073e205fb216efb,False,[],7,ko,746,746,1464,low,[],low,pass,pass,pass,pass,True,0b83ddeb75001fe90cecc3828781dd3ca5df111dc57ed3c8e9175b8194578b6f,15a50ae6c7cab7afceb50a772a41af7a3e1fe2a24a60c9e067fab41fb8d57218,15a50ae6c7cab7afceb50a772a41af7a3e1fe2a24a60c9e067fab41fb8d57218,43909c36e8e8f3c04d765feb1fb0b55b02c93de6a8ffb3d6e5233b0b00463e8e
US_5d2b0b2b4752431c53,FAM_2cdcf1bb66778115,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2006-12-28,911 A.2d 1264; 590 Pa. 46,general_negligence_personal_injury,general_negligence_personal_injury,"[""wrongful_death""]","[""wrongful_death""]",confirmatory,US_5d2b0b2b4752431c53,False,[],7,en,2919,1595,2919,low,[],low,pass,pass,pass,pass,True,874aa607caafca335ff2e311193387838d6ca44d8d335bae9e597728a847c601,b942cb091fdf4391af8e8fb2e58bb2882a7662543a9a75869e8d931a8fb9caf4,63c1f8cc8f8824f6487d53119355254cda00513f5b9a4e23af6304fb794070da,b942cb091fdf4391af8e8fb2e58bb2882a7662543a9a75869e8d931a8fb9caf4
US_3f0101285fcc76e2b1,FAM_92e0644cfa630556,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2004-02-20,842 A.2d 919; 577 Pa. 138,general_negligence_personal_injury,general_negligence_personal_injury,"[""negligent_supervision"",""comparative_fault"",""punitive_or_multiple_damages_salient""]","[""negligent_supervision"",""comparative_fault"",""punitive_or_multiple_damages_salient""]",confirmatory,US_3f0101285fcc76e2b1,False,[],7,en,1420,932,1420,low,[],low,pass,pass,pass,pass,True,cfbc1a591f6f9fd778b03b590e673ce742d997365b47c865f9e03103636524b2,f03e2da0c58174a6771a77bfaaa3940c79da5235a67173d345ff2d400ebcbfa5,7a81b6bc1646f958426dbb87c6217dddfb4b28520329fd52b5393fe747aeb15d,f03e2da0c58174a6771a77bfaaa3940c79da5235a67173d345ff2d400ebcbfa5
US_3a3052ef67238d90fa,FAM_7fa63aed93a25737,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2014-11-19,104 A.3d 1096; 629 Pa. 1,general_negligence_personal_injury,general_negligence_personal_injury,"[""respondeat_superior""]","[""respondeat_superior""]",confirmatory,US_3a3052ef67238d90fa,False,[],7,en,1018,621,1018,low,[],low,pass,pass,pass,pass,True,808651a0cbbc3f2a719951d7b62e5e2ea4cb3020d04159dae10d0e9bc9f07505,3065f7820e07432d4234f6556be3d430699748a4bc30f105918ffa9939a9d1ff,56a24361f888947a3660560d470e8ce6d8258f6b3a0b37b014ffa100cb789f7f,3065f7820e07432d4234f6556be3d430699748a4bc30f105918ffa9939a9d1ff
US_46a80b1c5e06a72d45,FAM_13ba5ae2d9575c6b,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2009-12-29,985 A.2d 840; 604 Pa. 50,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,US_46a80b1c5e06a72d45,False,[],7,en,864,551,864,low,[],low,pass,pass,pass,pass,True,f582b72635b3b293bce84332231ded148a3e3f6c139d6e6453b9859450d2e521,d5d8318cd908a115863a709d3a25e7e434a476c6d469bed3c4f59a98a79643ab,5bb7f218b05af633a8955c61ef3d372122830309cff5bb9f294a06cfe6b2969f,d5d8318cd908a115863a709d3a25e7e434a476c6d469bed3c4f59a98a79643ab
US_5905b849c15a6fb3d6,FAM_1684ec63d6934bdf,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2019-10-31,,general_negligence_personal_injury,general_negligence_personal_injury,"[""comparative_fault""]","[""comparative_fault""]",confirmatory,US_5905b849c15a6fb3d6,False,[],7,en,1061,705,1061,low,[],low,pass,pass,pass,pass,True,886f17837728b1be303ab6bd57441aeceaf710be1c23989b66df6b88fc808f60,b8585c74672b6be5850e2eb0d0ff8cfab5acbd36ab48caa1eab45f5da42a58d7,a1c79eb53f6af3bbbbaa9a8560cdf8454c90e5866b2221a5da1477d513ebc025,b8585c74672b6be5850e2eb0d0ff8cfab5acbd36ab48caa1eab45f5da42a58d7
US_0eaf2fe14baa5be05e,FAM_44ceecdf79a9ffdd,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2000-05-18,751 A.2d 1130; 561 Pa. 503,general_negligence_personal_injury,general_negligence_personal_injury,"[""vicarious_liability"",""wrongful_death""]","[""vicarious_liability"",""wrongful_death""]",confirmatory,US_0eaf2fe14baa5be05e,False,[],7,en,1785,992,1785,low,[],low,pass,pass,pass,pass,True,e628a00f2f6785c20a1461476b43321377355851b2b0bf254e3d48dc6c33003f,f25bd31fa65adc908e5fb9be4528533548ff05ac2829107a22e8c34d1ba21ebe,aaf5751be3dc2f1869a97d35c944f3b7c5c13a6fb42ac67c8252458e5f6c8918,f25bd31fa65adc908e5fb9be4528533548ff05ac2829107a22e8c34d1ba21ebe
US_89752cdd8fe08c1031,FAM_11e8058247368589,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2018-12-28,199 A.3d 348,general_negligence_personal_injury,general_negligence_personal_injury,"[""negligent_supervision"",""intentional_misconduct""]","[""negligent_supervision"",""intentional_misconduct""]",confirmatory,US_89752cdd8fe08c1031,False,[],7,en,1557,912,1557,low,[],low,pass,pass,pass,pass,True,c70fe732a71c71ca164f6d437212fc15d0be469b3ecc320cc2fa327db253a025,5a1bab893b6d361487a66ebb3fb089c1b4d41a41e57e4ecaea26cffe5db537ed,d759bbc32c95db9cd0ac1135349e80529a2d89a5161e4e271d890478b799e766,5a1bab893b6d361487a66ebb3fb089c1b4d41a41e57e4ecaea26cffe5db537ed
US_369a2f88efd4f55df4,FAM_7d215dbe5d0a78b9,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2019-10-31,,general_negligence_personal_injury,general_negligence_personal_injury,"[""comparative_fault""]","[""comparative_fault""]",development,US_369a2f88efd4f55df4,False,[],7,en,1482,1010,1482,low,[],low,pass,pass,pass,pass,True,1588886978611207465d4cec23ac646b1bc46079bc231806c53139252cc007fe,7b31b89ac4729de3a27a5f17bf8763f6891155f9054760601b8852c74466a0d6,0011fc5259a613e945ae5500236fd4492409d8d595b28016ffbb7e258fa0cefe,7b31b89ac4729de3a27a5f17bf8763f6891155f9054760601b8852c74466a0d6
US_8b84f7c77a2cc4823f,FAM_4ef1822767e08a03,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2005-03-22,870 A.2d 766; 582 Pa. 114,general_negligence_personal_injury,general_negligence_personal_injury,"[""negligent_supervision"",""intentional_misconduct"",""punitive_or_multiple_damages_salient""]","[""negligent_supervision"",""intentional_misconduct"",""punitive_or_multiple_damages_salient""]",confirmatory,US_8b84f7c77a2cc4823f,False,[],7,en,1235,753,1235,low,[],low,pass,pass,pass,pass,True,39460b432f663b92b130bced746be61c576a9b6e8804f14e31dd67431172837a,fc37bba4a6a00412b94828cf43ba9e26c2f58429cd0df3c4086ba02d65538e63,5b8c67c9c711d2526692a1c2b140e062cc75f486475b5678e5b42b9232fe59f1,fc37bba4a6a00412b94828cf43ba9e26c2f58429cd0df3c4086ba02d65538e63
US_cc8f60960ef40a7434,FAM_00724b8655fabcd6,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2000-01-20,744 A.2d 1276; 560 Pa. 373,general_negligence_personal_injury,general_negligence_personal_injury,[],[],development,US_cc8f60960ef40a7434,False,[],7,en,728,456,728,low,[],low,pass,pass,pass,pass,True,cec680d2be1c8f1d705f12dfa509cbbeb772e7705b34719a4f139b0c622b912e,b16788687aaccde9ea1af70cb1a20838cc40c52a93e6826bcefec22c32318e81,6eb833eb9fafa6f508a289641bce32b6ebc53f7347770cd0d815c0cdaa0a31a9,b16788687aaccde9ea1af70cb1a20838cc40c52a93e6826bcefec22c32318e81
US_8e816087051c99374d,FAM_a31b11fe4d08536d,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2017-06-20,161 A.3d 811; 639 Pa. 618,general_negligence_personal_injury,general_negligence_personal_injury,"[""negligent_supervision""]","[""negligent_supervision""]",confirmatory,US_8e816087051c99374d,False,[],7,en,3722,2216,3722,low,[],low,pass,pass,pass,pass,True,4dd16cfe6f0d68c065f4f870a472d31614efea3011e1a45c54d86392da597518,8e13590d9d1b5028348775c2588e0ad9318b4d21a86848362b78da68f55f4971,1c1e865518f24e953928ebfcd967ce4b00e2d4e2b2033462f5c2b190b8e51549,8e13590d9d1b5028348775c2588e0ad9318b4d21a86848362b78da68f55f4971
US_f6a3b4ef121a4e3b04,FAM_624fc3b1d5e48d90,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2001-11-30,785 A.2d 975; 567 Pa. 98,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,US_f6a3b4ef121a4e3b04,False,[],7,en,2043,1163,2043,low,[],low,pass,pass,pass,pass,True,da9702c8c3996ff46dd2cd3f29dfe1d5eca15867f5aebb0a368831092b8a27b8,7bfb6b1b693c1eb58311eae38706d9e5622cb204c5c3c3bb92a0d69fe3737a63,483010bdbd3e5a7800fb8c49dd72e4614fe55fc8f1fc4b13efa73bc40f13d9bb,7bfb6b1b693c1eb58311eae38706d9e5622cb204c5c3c3bb92a0d69fe3737a63
US_9cf64af04d2e95a72d,FAM_62e655ea6cecf7c0,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2009-12-29,987 A.2d 681; 605 Pa. 73,medical_professional_liability,medical_professional_liability,[],[],confirmatory,US_9cf64af04d2e95a72d,False,[],7,en,1642,991,1642,low,[],low,pass,pass,pass,pass,True,4d07c4200a7d73743c4b71779961308be23cdbc89178233956988d78a538137d,d85e2520d793a9e20aa4c41a3a73853f6d9a426c9f65f96a2cf6c723486664bc,1fae66d6bb8a119882df6f07dfb62dcdac0459cbf6f4c479ecfea916af1a3a54,d85e2520d793a9e20aa4c41a3a73853f6d9a426c9f65f96a2cf6c723486664bc
US_2ce3ed6c0e8a324589,FAM_1f496ceb80f76f66,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2014-02-07,87 A.3d 285; 624 Pa. 564,medical_professional_liability,medical_professional_liability,[],[],confirmatory,US_2ce3ed6c0e8a324589,False,[],7,en,3209,1813,3209,low,[],low,pass,pass,pass,pass,True,fc1a600ae4791ffa5b96551e7d80f7854f1ee0084d26fdefa0f5cdb97c5ee44c,b43d93d594ea7ba20ddec7a6909b680bc8eaf87f46093dee7c8fecd2a2a625bb,a349f49783e7828ad378e1a4a70aac8bcc81e7b977668c9be5a17566a188edbe,b43d93d594ea7ba20ddec7a6909b680bc8eaf87f46093dee7c8fecd2a2a625bb
US_77921eca4293bb5c27,FAM_51c4094a063762b7,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2003-12-31,839 A.2d 1038; 576 Pa. 546,medical_professional_liability,medical_professional_liability,[],[],confirmatory,US_77921eca4293bb5c27,False,[],7,en,1526,975,1526,low,[],low,pass,pass,pass,pass,True,ba797402c4dcc87cc8e93dd9b437f529d14fd9c1dbbc4b631b24ce972964d734,228c74e889ec5a64e636a4f995401541517dcfabd2ff35526e78bc7287a18192,d1d70be9283875ff2b4f47a4923fbc70bca6194450188824555902d2a98c4fb4,228c74e889ec5a64e636a4f995401541517dcfabd2ff35526e78bc7287a18192
US_38d924f1ad3609200a,FAM_62a890cecb80b6a0,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2002-05-31,797 A.2d 898; 568 Pa. 410,medical_professional_liability,medical_professional_liability,"[""respondeat_superior"",""wrongful_death""]","[""respondeat_superior"",""wrongful_death""]",confirmatory,US_38d924f1ad3609200a,False,[],7,en,1899,957,1899,low,[],low,pass,pass,pass,pass,True,8fb97c5c3a8a706e83f0efc705851b0e6b6f64e04785028cfbd0fc62d0767fc8,6079217216a3bc1e14c6ec791914d704a4bf5d36f492d778c98a352ae6452aa4,cac132c3aab982f9be4c11c89a31e2a4e7dadeffef0156d33e5c3f4b78f9b0e9,6079217216a3bc1e14c6ec791914d704a4bf5d36f492d778c98a352ae6452aa4
US_5e1df8e8cc45419467,FAM_6a34b36f01879e33,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2000-11-27,761 A.2d 1159; 563 Pa. 439,medical_professional_liability,medical_professional_liability,"[""wrongful_death""]","[""wrongful_death""]",confirmatory,US_5e1df8e8cc45419467,False,[],7,en,1645,905,1645,low,[],low,pass,pass,pass,pass,True,5ca5b5e9902b5eb4690f263881787ca01c4e9785106d812b2354c61f67c3e6de,bdfb7417ba0acdb695a826cd8ff8aa453f1028de7738577621cce66a007aa82e,e8c7c06d9d5810c3c4e1f6f263c0c08181531ef8db92b72ea59744f23ecc0c6d,bdfb7417ba0acdb695a826cd8ff8aa453f1028de7738577621cce66a007aa82e
US_63ffb974f8488a5664,FAM_56ebcdb98aef4e17,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2004-04-29,848 A.2d 113; 577 Pa. 598,medical_professional_liability,medical_professional_liability,"[""punitive_or_multiple_damages_salient""]","[""punitive_or_multiple_damages_salient""]",confirmatory,US_63ffb974f8488a5664,False,[],7,en,2109,1226,2109,low,[],low,pass,pass,pass,pass,True,3dec1cbc74ebb6baf11efe9c65fe904f0cdcf6b25270492f99641289d65dd4d5,20d37ddffd62549c5d04c47bcd81675ed3cda7a9a14a45360958914e9db8958e,61b623e4513bf685c5e0cf6cf33c86d336d7840cfd7802db60472445973f6f88,20d37ddffd62549c5d04c47bcd81675ed3cda7a9a14a45360958914e9db8958e
US_fa07baffd06e422309,FAM_8aa63a83595c9cc2,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2019-06-18,,medical_professional_liability,medical_professional_liability,[],[],development,US_fa07baffd06e422309,False,[],7,en,1798,889,1798,low,[],low,pass,pass,pass,pass,True,50ab54a56758f4d1d6a484a8017e6ec9cb3328e0cb88236e288ca9865da8a0be,332dece6bbdf822f1048b6a190b4fb03a670ce6bec456b2b3c0b37e5729e13df,79e118d653befac3435e146db3b3ddd5e0f45b50470febcf31cc899a7718f08a,332dece6bbdf822f1048b6a190b4fb03a670ce6bec456b2b3c0b37e5729e13df
US_67cc0f02a85dfe7f69,FAM_3a4d85b8aa55e8f3,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2023-07-28,,medical_professional_liability,medical_professional_liability,"[""vicarious_liability"",""respondeat_superior""]","[""vicarious_liability"",""respondeat_superior""]",development,US_67cc0f02a85dfe7f69,False,[],7,en,1045,710,1045,low,[],low,pass,pass,pass,pass,True,25ef587b8634890c96bf23692981b82ac7369f97d28f988501d1654d620f42f2,32729319fd1c6e6e522332c84da46ccbd223e87f13064e31dab9a5674ab4b04c,dad3b9e2262e2b5a93a6f41b442202ed30b236069a0aa868d0dccee661ca8d8d,32729319fd1c6e6e522332c84da46ccbd223e87f13064e31dab9a5674ab4b04c
US_b362543043cab0106c,FAM_9989fc56264107c3,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2014-12-15,106 A.3d 48; 630 Pa. 79,medical_professional_liability,medical_professional_liability,"[""comparative_fault"",""punitive_or_multiple_damages_salient""]","[""comparative_fault"",""punitive_or_multiple_damages_salient""]",confirmatory,US_b362543043cab0106c,False,[],7,en,4164,2458,4164,low,[],low,pass,pass,pass,pass,True,e8f09de4c64f4c26c74d78cbe6e62a6a7a37021346e43f24eafb6c20ec3d274f,510c56c9c226d60e16ead439c6c230214cc9c50d93987ad034a5aa226520e3c2,9e3b64ae45807009a131767dea13ec3a7d19f1040f1af5810577017caf3a83a4,510c56c9c226d60e16ead439c6c230214cc9c50d93987ad034a5aa226520e3c2
US_cd09a42ab8bc802821,FAM_26bf4a2a13fee73d,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2020-07-21,,medical_professional_liability,medical_professional_liability,"[""wrongful_death""]","[""wrongful_death""]",confirmatory,US_cd09a42ab8bc802821,False,[],7,en,2392,1248,2392,low,[],low,pass,pass,pass,pass,True,c7f5b7692406b9464bb14b1816364d6e1147b1194f7d3b25b9a3db5b649cfdb2,37d47100c68b26c5126530cce8ae7b580efa515c341220c42108354e80eaf589,c806e938fd6e3305d8bb5b11b73f16ba07134c1013f2607b5e721c6d8b42e17d,37d47100c68b26c5126530cce8ae7b580efa515c341220c42108354e80eaf589
